ImageNumber,ObjectNumber,FileName_original,FileName_probabilities,PathName_original,PathName_probabilities,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_spheroids_filtered_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,139,240,303,17,288,1,294.10791366906477,9.748201438848922,1.3865598063611193,158,0.8221646751614707,13.303394180365686,1,0.5791666666666667,0.7212094245140389,18.350875527076123,18.439088914585774,5.0,2.158265448590076,2.0,10.606601717798213,10.446230807066527,41.59041804162671,49.21320343559643,0.879746835443038,0,294.10791366906477,9.748201438848922,0,1
1,2,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,86,143,376,15,363,4,369.09302325581393,8.883720930232558,1.1473680606619798,96,0.6095026092199685,10.464157913908982,1,0.6013986013986014,0.8715599067861841,12.130805018626607,12.649110640673518,4.242640687119285,1.9168773544244235,1.7071067811865475,9.058078189539152,9.61710888100224,75.78850392695786,35.21320343559643,0.8958333333333334,0,369.09302325581393,8.883720930232558,0,2
1,3,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,202,256,1036,19,1020,3,1028.2079207920792,11.178217821782178,1.0669413755855264,209,0.5348504911822862,16.03728119216293,1,0.7890625,0.9372586187795092,17.544945121447707,18.027756377319946,7.0710678118654755,2.9497623063436316,2.8284271247461903,14.142135623730951,14.824543754491566,-42.980204527974564,52.04163056034261,0.9665071770334929,1,1028.2079207920792,11.178217821782178,0,3
1,4,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,235,306,1084,23,1067,5,1074.8978723404255,13.472340425531915,1.1735759377664032,252,0.41767827113663525,17.297725082009,1,0.7679738562091504,0.8520965434100839,18.32323635169867,18.867962264113206,7.615773105863909,2.9875101652712743,2.8284271247461903,16.0,16.648400809908356,37.21116818605705,58.87005768508881,0.9325396825396826,1,1074.8978723404255,13.472340425531915,0,4
1,5,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,213,306,1131,27,1114,9,1121.3427230046948,17.779342723004696,1.4110321497782787,242,0.46412919919847845,16.46815177937675,1,0.696078431372549,0.7087010740025549,18.001465009406644,17.72004514666935,5.830951894845301,2.611792897896039,2.23606797749979,16.0,15.945112885287857,37.81457979418435,61.4558441227157,0.8801652892561983,1,1121.3427230046948,17.779342723004696,0,5
1,6,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,203,330,1411,32,1396,10,1402.6748768472905,19.65024630541872,1.520725655618629,239,0.7877295433292162,16.07692842495848,1,0.6151515151515151,0.6575808044700879,21.47384337204825,21.37755832643195,6.082762530298219,2.467101697649812,2.0,13.086820273269778,13.228343594341437,-4.502027863833811,62.2842712474619,0.8493723849372385,1,1402.6748768472905,19.65024630541872,0,6
1,7,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,300,418,1175,32,1156,10,1163.83,20.80666666666667,1.2809457263665636,325,0.7013915758202701,19.544100476116796,1,0.7177033492822966,0.7806732006019695,23.525368134277414,23.853720883753127,8.0,3.189625739318531,3.0,16.79667944466919,16.768321612561003,28.633103926357226,69.49137802864846,0.9230769230769231,1,1163.83,20.80666666666667,0,7
1,8,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,256,357,1217,37,1200,16,1208.6328125,25.99609375,1.2058879222288348,278,0.6365227971098741,18.0540666735282,1,0.7170868347338936,0.8292644627800124,20.961988178306747,21.540659228538015,7.211102550927978,3.019827298458896,2.8284271247461903,16.0,16.167098716510736,7.875768130493457,62.2842712474619,0.920863309352518,1,1208.6328125,25.99609375,0,8
1,9,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,253,399,1365,35,1344,16,1353.5335968379447,24.359683794466402,1.4445708671598176,302,0.22587969843670824,17.94796937867892,1,0.6340852130325815,0.692247104474776,19.073171557885555,20.808652046684813,7.280109889280518,2.851537622604692,2.23606797749979,17.910669423779805,18.58022933336315,-41.348866805797016,67.76955262170047,0.8377483443708609,1,1353.5335968379447,24.359683794466402,0,9
1,10,STELLA_sA400_semiauto_Merge_500-20_B04_D7.tif,STELLA_sA400_semiauto_Merge_500-20_B04_D7_Probabilities_ch2.tif,/home/host_home/figures/automated_image_analysis/semi_automated/stella/input/original,/home/host_home/figures/automated_image_analysis/semi_automated/stella/output/images/STELLA_sA400_semiauto_Merge_500-20_B04_D7/ilastik/probabilities,244,340,1258,43,1241,23,1249.4262295081967,32.71311475409836,1.231761671732678,270,0.6498237495401864,17.625846048215095,1,0.7176470588235294,0.8118453617681848,20.504277635536518,20.248456731316587,7.615773105863909,2.9656649147596044,2.8284271247461903,15.289105819398227,15.584992346607539,-1.3795830546146668,61.45584412271571,0.9037037037037037,1,1249.4262295081967,32.71311475409836,0,10
