,nr,perimeter,wellwidth,X1,Y1,X2,Y2,X3,Y3,X4,Y4
53,94.0,136.3818359375,34.095458984375,594.0,1020.0,596.0,1055.0,563.0,1057.0,560.0,1023.0
54,95.0,121.51255798339844,30.37813949584961,1406.0,1017.0,1403.0,1047.0,1375.0,1050.0,1373.0,1020.0
55,96.0,138.14548873901367,34.53637218475342,542.0,1017.0,544.0,1054.0,511.0,1055.0,510.0,1019.0
56,97.0,134.27157592773438,33.567893981933594,460.0,1017.0,492.0,1019.0,491.0,1054.0,458.0,1051.0
57,98.0,134.215482711792,33.553870677948,409.0,1015.0,442.0,1016.0,440.0,1052.0,409.0,1049.0
58,100.0,133.22664260864258,33.306660652160645,391.0,1012.0,392.0,1048.0,361.0,1047.0,358.0,1014.0
59,102.0,130.34187698364258,32.585469245910645,311.0,1010.0,342.0,1011.0,341.0,1046.0,309.0,1042.0
60,103.0,127.34464263916016,31.83616065979004,262.0,1007.0,293.0,1009.0,292.0,1043.0,262.0,1039.0
61,104.0,121.07106399536133,30.267765998840332,215.0,1005.0,247.0,1011.0,245.0,1040.0,216.0,1035.0
62,111.0,135.59752655029297,33.89938163757324,1033.0,977.0,1063.0,976.0,1069.0,1010.0,1033.0,1012.0
63,112.0,136.44211959838867,34.11052989959717,983.0,976.0,1016.0,980.0,1015.0,1013.0,980.0,1011.0
64,113.0,124.3593635559082,31.08984088897705,1236.0,976.0,1270.0,980.0,1270.0,1006.0,1238.0,1008.0
65,114.0,135.2829360961914,33.82073402404785,1137.0,975.0,1169.0,978.0,1169.0,1011.0,1134.0,1010.0
66,115.0,134.80958938598633,33.70239734649658,1087.0,975.0,1119.0,981.0,1118.0,1012.0,1083.0,1011.0
67,116.0,139.35538864135742,34.838847160339355,932.0,975.0,963.0,977.0,964.0,1013.0,928.0,1011.0
68,117.0,128.57423400878906,32.143558502197266,1186.0,975.0,1219.0,981.0,1220.0,1008.0,1186.0,1009.0
69,118.0,142.1949577331543,35.548739433288574,880.0,974.0,912.0,976.0,912.0,1013.0,877.0,1012.0
70,120.0,125.43719100952148,31.35929775238037,1285.0,973.0,1318.0,978.0,1318.0,1004.0,1285.0,1006.0
71,121.0,143.0965118408203,35.77412796020508,826.0,974.0,861.0,975.0,859.0,1012.0,825.0,1011.0
72,122.0,142.5300750732422,35.63251876831055,774.0,972.0,808.0,974.0,805.0,1011.0,770.0,1008.0
73,124.0,126.1922550201416,31.5480637550354,1331.0,973.0,1364.0,972.0,1363.0,1002.0,1332.0,1005.0
74,125.0,144.24340438842773,36.060851097106934,721.0,971.0,754.0,972.0,752.0,1011.0,718.0,1009.0
75,126.0,144.08530807495117,36.02132701873779,701.0,970.0,701.0,1008.0,667.0,1009.0,666.0,972.0
76,127.0,142.28133392333984,35.57033348083496,614.0,970.0,648.0,971.0,647.0,1008.0,611.0,1005.0
77,128.0,122.29991722106934,30.574979305267334,1410.0,969.0,1408.0,999.0,1379.0,1002.0,1378.0,971.0
78,130.0,142.14081954956055,35.53520488739014,562.0,968.0,596.0,969.0,595.0,1006.0,560.0,1004.0
79,131.0,139.10164260864258,34.775410652160645,510.0,967.0,544.0,969.0,543.0,1004.0,509.0,1003.0
80,133.0,139.10309600830078,34.775774002075195,459.0,965.0,492.0,966.0,491.0,1003.0,458.0,1001.0
81,135.0,136.25946426391602,34.064866065979004,439.0,963.0,442.0,999.0,409.0,1000.0,407.0,965.0
82,136.0,133.4373664855957,33.359341621398926,389.0,961.0,391.0,997.0,359.0,997.0,356.0,965.0
83,138.0,131.32624435424805,32.83156108856201,310.0,959.0,340.0,960.0,340.0,996.0,308.0,992.0
84,139.0,130.6075897216797,32.65189743041992,261.0,956.0,291.0,957.0,291.0,994.0,260.0,988.0
85,141.0,126.41300010681152,31.60325002670288,241.0,952.0,244.0,989.0,215.0,987.0,213.0,955.0
86,142.0,122.69253349304199,30.673133373260498,194.0,950.0,197.0,986.0,171.0,985.0,166.0,953.0
87,145.0,132.09004592895508,33.02251148223877,1189.0,925.0,1222.0,926.0,1223.0,957.0,1189.0,959.0
88,146.0,138.2022590637207,34.550564765930176,1138.0,925.0,1171.0,924.0,1173.0,958.0,1138.0,961.0
89,147.0,140.33893966674805,35.08473491668701,982.0,925.0,1015.0,925.0,1019.0,960.0,984.0,962.0
90,149.0,134.11932373046875,33.52983093261719,1238.0,924.0,1273.0,924.0,1273.0,956.0,1240.0,958.0
91,150.0,135.579740524292,33.894935131073,1116.0,923.0,1122.0,959.0,1087.0,960.0,1087.0,925.0
92,151.0,141.18585205078125,35.29646301269531,1036.0,923.0,1068.0,925.0,1070.0,961.0,1034.0,960.0
93,152.0,124.80596160888672,31.20149040222168,1289.0,922.0,1321.0,929.0,1320.0,956.0,1288.0,955.0
94,153.0,141.4107322692871,35.35268306732178,931.0,923.0,965.0,926.0,965.0,962.0,929.0,958.0
95,154.0,128.28732299804688,32.07183074951172,1336.0,922.0,1370.0,923.0,1366.0,954.0,1335.0,954.0
96,155.0,146.13212203979492,36.53303050994873,880.0,922.0,913.0,922.0,913.0,961.0,877.0,960.0
97,156.0,122.26267433166504,30.56566858291626,1414.0,920.0,1412.0,951.0,1384.0,953.0,1382.0,922.0
98,158.0,143.37270736694336,35.84317684173584,828.0,919.0,860.0,923.0,859.0,961.0,826.0,959.0
99,160.0,148.38231658935547,37.09557914733887,667.0,918.0,703.0,920.0,701.0,959.0,665.0,955.0
100,161.0,149.34553146362305,37.33638286590576,772.0,917.0,808.0,921.0,806.0,960.0,773.0,958.0
101,162.0,148.25421142578125,37.06355285644531,754.0,917.0,755.0,957.0,719.0,958.0,719.0,921.0
102,163.0,146.24788284301758,36.561970710754395,614.0,917.0,649.0,918.0,647.0,957.0,612.0,954.0
103,164.0,144.1422233581543,36.035555839538574,595.0,915.0,595.0,954.0,561.0,954.0,560.0,918.0
104,166.0,143.07228469848633,35.76807117462158,543.0,914.0,543.0,953.0,510.0,953.0,509.0,916.0
105,167.0,139.50613403320312,34.87653350830078,459.0,913.0,492.0,916.0,491.0,952.0,456.0,948.0
106,169.0,137.23015213012695,34.30753803253174,408.0,911.0,440.0,914.0,439.0,950.0,407.0,948.0
107,170.0,135.25762557983398,33.814406394958496,358.0,909.0,389.0,911.0,389.0,947.0,356.0,944.0
108,171.0,134.2126007080078,33.55315017700195,339.0,907.0,340.0,944.0,309.0,944.0,307.0,910.0
109,172.0,130.4673728942871,32.61684322357178,260.0,906.0,290.0,907.0,290.0,943.0,258.0,938.0
110,173.0,125.32170295715332,31.33042573928833,213.0,904.0,242.0,905.0,241.0,940.0,212.0,936.0
111,180.0,131.38397598266602,32.845993995666504,1291.0,872.0,1325.0,874.0,1321.0,906.0,1289.0,905.0
112,181.0,132.4555206298828,33.1138801574707,1242.0,872.0,1276.0,875.0,1272.0,907.0,1240.0,906.0
113,182.0,133.4076919555664,33.3519229888916,1192.0,872.0,1224.0,876.0,1223.0,908.0,1189.0,907.0
114,183.0,129.1446533203125,32.286163330078125,1338.0,872.0,1373.0,872.0,1371.0,902.0,1339.0,904.0
115,184.0,135.29276657104492,33.82319164276123,1141.0,871.0,1173.0,875.0,1174.0,908.0,1140.0,907.0
116,185.0,139.1889305114746,34.79723262786865,1090.0,871.0,1122.0,873.0,1123.0,909.0,1088.0,907.0
117,186.0,137.4892463684082,34.37231159210205,1038.0,871.0,1071.0,876.0,1071.0,909.0,1036.0,907.0
118,187.0,124.22703742980957,31.056759357452393,1416.0,870.0,1416.0,901.0,1385.0,904.0,1386.0,872.0
119,188.0,143.2416229248047,35.81040573120117,985.0,870.0,1019.0,873.0,1019.0,909.0,983.0,907.0
120,189.0,146.64975357055664,36.66243839263916,933.0,870.0,965.0,872.0,967.0,909.0,927.0,907.0
121,190.0,120.37433242797852,30.09358310699463,1461.0,868.0,1459.0,899.0,1431.0,902.0,1431.0,871.0
122,191.0,146.29218292236328,36.57304573059082,829.0,868.0,862.0,870.0,861.0,908.0,825.0,907.0
123,193.0,147.6355438232422,36.90888595581055,914.0,866.0,915.0,907.0,881.0,909.0,879.0,872.0
124,194.0,149.31991577148438,37.329978942871094,775.0,867.0,809.0,869.0,807.0,907.0,771.0,908.0
125,195.0,148.4072151184082,37.10180377960205,722.0,866.0,757.0,867.0,755.0,907.0,719.0,903.0
126,198.0,147.28163528442383,36.82040882110596,670.0,864.0,703.0,866.0,701.0,906.0,667.0,904.0
127,199.0,146.35700225830078,36.589250564575195,615.0,864.0,650.0,866.0,647.0,905.0,613.0,902.0
128,200.0,143.18090438842773,35.795226097106934,562.0,864.0,597.0,865.0,595.0,902.0,560.0,900.0
129,201.0,145.2098731994629,36.30246829986572,510.0,862.0,544.0,863.0,543.0,902.0,508.0,899.0
130,203.0,141.38447189331055,35.34611797332764,459.0,861.0,492.0,862.0,491.0,900.0,456.0,896.0
131,204.0,142.0868797302246,35.52171993255615,439.0,858.0,440.0,897.0,407.0,897.0,406.0,860.0
132,205.0,137.3991584777832,34.3497896194458,358.0,857.0,389.0,858.0,388.0,896.0,355.0,892.0
133,206.0,136.21056747436523,34.05264186859131,338.0,855.0,339.0,893.0,308.0,893.0,306.0,858.0
134,207.0,133.25931930541992,33.31482982635498,288.0,853.0,290.0,891.0,260.0,891.0,258.0,856.0
135,208.0,128.2705841064453,32.06764602661133,240.0,852.0,242.0,888.0,214.0,889.0,211.0,854.0
136,209.0,125.44690322875977,31.36172580718994,193.0,850.0,194.0,887.0,167.0,886.0,164.0,854.0
137,210.0,121.28568840026855,30.32142210006714,147.0,848.0,149.0,883.0,122.0,883.0,120.0,851.0
138,211.0,120.68483924865723,30.171209812164307,103.0,844.0,104.0,881.0,81.0,881.0,76.0,848.0
139,213.0,124.74159622192383,31.185399055480957,1376.0,823.0,1370.0,854.0,1340.0,853.0,1343.0,823.0
140,214.0,133.22517776489258,33.306294441223145,1293.0,820.0,1327.0,822.0,1324.0,855.0,1292.0,854.0
141,215.0,133.52534103393555,33.38133525848389,1245.0,820.0,1278.0,824.0,1275.0,856.0,1242.0,855.0
142,216.0,128.21745681762695,32.05436420440674,1389.0,819.0,1421.0,821.0,1418.0,853.0,1388.0,853.0
143,217.0,137.25460052490234,34.313650131225586,1194.0,819.0,1226.0,822.0,1226.0,857.0,1192.0,855.0
144,218.0,136.3633155822754,34.09082889556885,1143.0,819.0,1175.0,823.0,1175.0,857.0,1141.0,855.0
145,219.0,137.2278232574463,34.30695581436157,1092.0,818.0,1123.0,821.0,1124.0,856.0,1090.0,855.0
146,220.0,142.17166137695312,35.54291534423828,1039.0,818.0,1072.0,820.0,1072.0,857.0,1037.0,855.0
147,221.0,143.21286010742188,35.80321502685547,986.0,818.0,1021.0,819.0,1019.0,857.0,985.0,854.0
148,224.0,135.60736846923828,33.90184211730957,933.0,816.0,965.0,828.0,968.0,856.0,931.0,852.0
149,225.0,145.2098731994629,36.30246829986572,882.0,816.0,916.0,817.0,915.0,856.0,880.0,853.0
150,226.0,175.41646766662598,43.854116916656494,1519.0,821.0,1580.0,817.0,1578.0,844.0,1519.0,849.0
151,227.0,146.4436912536621,36.61092281341553,830.0,814.0,862.0,818.0,862.0,855.0,826.0,855.0
152,228.0,147.3183364868164,36.8295841217041,777.0,813.0,810.0,816.0,809.0,855.0,774.0,853.0
153,229.0,146.82151412963867,36.70537853240967,724.0,812.0,757.0,815.0,756.0,854.0,719.0,849.0
154,230.0,149.28413772583008,37.32103443145752,669.0,812.0,705.0,814.0,703.0,853.0,667.0,850.0
155,231.0,146.35700225830078,36.589250564575195,616.0,811.0,651.0,813.0,648.0,852.0,614.0,849.0
156,232.0,145.32064819335938,36.330162048339844,562.0,810.0,597.0,813.0,596.0,850.0,560.0,847.0
157,233.0,143.6644515991211,35.91611289978027,511.0,809.0,545.0,811.0,542.0,850.0,508.0,845.0
158,234.0,143.36507034301758,35.841267585754395,459.0,808.0,493.0,810.0,491.0,849.0,458.0,845.0
159,235.0,139.8267059326172,34.9566764831543,409.0,807.0,441.0,808.0,439.0,847.0,405.0,841.0
160,236.0,138.38318634033203,34.59579658508301,357.0,805.0,390.0,808.0,388.0,844.0,355.0,841.0
161,237.0,135.25762557983398,33.814406394958496,307.0,804.0,338.0,806.0,338.0,842.0,305.0,839.0
162,238.0,133.23209190368652,33.30802297592163,259.0,803.0,289.0,804.0,288.0,841.0,257.0,838.0
163,239.0,131.33742141723633,32.83435535430908,240.0,800.0,241.0,838.0,212.0,838.0,210.0,804.0
164,240.0,128.47377395629883,32.11844348907471,193.0,798.0,194.0,835.0,165.0,836.0,164.0,803.0
165,241.0,127.356201171875,31.83905029296875,147.0,796.0,148.0,834.0,121.0,834.0,119.0,800.0
166,242.0,122.5702075958252,30.6425518989563,102.0,794.0,103.0,832.0,79.0,831.0,75.0,798.0
167,244.0,134.38750076293945,33.59687519073486,1295.0,768.0,1329.0,771.0,1326.0,804.0,1293.0,802.0
168,246.0,120.07133674621582,30.017834186553955,1465.0,769.0,1465.0,800.0,1437.0,802.0,1437.0,769.0
169,247.0,124.4674015045166,31.11685037612915,1394.0,768.0,1423.0,770.0,1420.0,802.0,1390.0,801.0
170,248.0,134.44635009765625,33.61158752441406,1344.0,767.0,1378.0,770.0,1374.0,803.0,1342.0,802.0
171,249.0,131.603271484375,32.90081787109375,1246.0,767.0,1278.0,773.0,1277.0,804.0,1245.0,803.0
172,250.0,137.2782211303711,34.31955528259277,1195.0,767.0,1229.0,771.0,1228.0,804.0,1194.0,803.0
173,252.0,136.3328971862793,34.083224296569824,1145.0,766.0,1177.0,770.0,1176.0,804.0,1143.0,803.0
174,254.0,142.13385772705078,35.533464431762695,1124.0,765.0,1127.0,803.0,1092.0,803.0,1092.0,766.0
175,255.0,146.08495330810547,36.52123832702637,1040.0,764.0,1074.0,765.0,1074.0,804.0,1039.0,802.0
176,256.0,147.09735107421875,36.77433776855469,987.0,763.0,1022.0,764.0,1021.0,803.0,986.0,801.0
177,257.0,149.14342880249023,37.28585720062256,968.0,763.0,971.0,802.0,934.0,803.0,934.0,764.0
178,258.0,149.0395965576172,37.2598991394043,882.0,763.0,917.0,764.0,916.0,803.0,881.0,803.0
179,259.0,149.45223236083984,37.36305809020996,831.0,760.0,863.0,764.0,864.0,802.0,827.0,802.0
180,260.0,148.14253997802734,37.035634994506836,777.0,760.0,811.0,762.0,810.0,802.0,776.0,800.0
181,261.0,146.74449157714844,36.68612289428711,724.0,759.0,758.0,762.0,756.0,801.0,720.0,796.0
182,262.0,147.58961868286133,36.89740467071533,670.0,758.0,705.0,761.0,702.0,800.0,667.0,796.0
183,263.0,147.80470275878906,36.951175689697266,617.0,757.0,652.0,760.0,649.0,799.0,613.0,794.0
184,264.0,147.42689514160156,36.85672378540039,564.0,756.0,598.0,759.0,596.0,798.0,561.0,795.0
185,265.0,147.35053634643555,36.83763408660889,511.0,755.0,545.0,756.0,543.0,797.0,509.0,793.0
186,266.0,144.5976219177246,36.14940547943115,460.0,754.0,493.0,756.0,491.0,796.0,457.0,791.0
187,267.0,146.50410079956055,36.62602519989014,408.0,753.0,441.0,754.0,440.0,795.0,405.0,790.0
188,268.0,140.37507438659668,35.09376859664917,358.0,752.0,390.0,754.0,387.0,793.0,356.0,790.0
189,269.0,138.4479751586914,34.61199378967285,308.0,751.0,339.0,752.0,336.0,792.0,306.0,788.0
190,270.0,134.27205848693848,33.56801462173462,259.0,751.0,290.0,752.0,288.0,789.0,257.0,786.0
191,271.0,131.20672225952148,32.80168056488037,240.0,749.0,240.0,787.0,212.0,787.0,210.0,752.0
192,273.0,130.3626651763916,32.5906662940979,193.0,746.0,194.0,784.0,166.0,785.0,164.0,750.0
193,274.0,128.47740173339844,32.11935043334961,121.0,747.0,148.0,745.0,146.0,785.0,119.0,781.0
194,275.0,122.78431129455566,30.696077823638916,101.0,743.0,103.0,781.0,79.0,782.0,75.0,748.0
195,276.0,121.34817886352539,30.337044715881348,57.0,741.0,60.0,779.0,37.0,780.0,34.0,743.0
196,281.0,125.55910301208496,31.38977575302124,1393.0,716.0,1425.0,720.0,1422.0,751.0,1392.0,748.0
197,282.0,128.03136444091797,32.00784111022949,1376.0,717.0,1376.0,750.0,1346.0,751.0,1345.0,717.0
198,283.0,132.3100357055664,33.0775089263916,1247.0,715.0,1279.0,718.0,1278.0,752.0,1246.0,749.0
199,284.0,134.15050506591797,33.53762626647949,1297.0,715.0,1330.0,717.0,1329.0,751.0,1296.0,749.0
200,285.0,136.14977645874023,34.03744411468506,1196.0,714.0,1228.0,716.0,1229.0,751.0,1195.0,749.0
201,286.0,142.3284454345703,35.58211135864258,1145.0,712.0,1177.0,716.0,1178.0,752.0,1143.0,751.0
202,287.0,141.1292724609375,35.282318115234375,1094.0,711.0,1125.0,712.0,1125.0,751.0,1092.0,749.0
203,288.0,146.08495330810547,36.52123832702637,1041.0,711.0,1075.0,712.0,1075.0,751.0,1040.0,749.0
204,289.0,145.09944915771484,36.27486228942871,989.0,710.0,1023.0,711.0,1022.0,750.0,988.0,748.0
205,290.0,145.12483978271484,36.28120994567871,937.0,709.0,970.0,710.0,970.0,749.0,935.0,747.0
206,291.0,146.05877304077148,36.51469326019287,883.0,709.0,917.0,709.0,917.0,749.0,883.0,747.0
207,292.0,146.2037696838379,36.55094242095947,832.0,706.0,864.0,709.0,864.0,748.0,830.0,747.0
208,293.0,149.1783332824707,37.294583320617676,778.0,706.0,812.0,708.0,811.0,748.0,776.0,746.0
209,294.0,151.09606552124023,37.77401638031006,724.0,705.0,759.0,707.0,758.0,747.0,723.0,746.0
210,295.0,148.41104888916016,37.10276222229004,671.0,704.0,705.0,706.0,704.0,746.0,668.0,742.0
211,296.0,148.3849105834961,37.09622764587402,618.0,703.0,652.0,706.0,651.0,745.0,615.0,742.0
212,297.0,142.31796264648438,35.579490661621094,565.0,704.0,598.0,705.0,597.0,744.0,563.0,740.0
213,298.0,142.65001678466797,35.66250419616699,513.0,702.0,543.0,704.0,544.0,744.0,509.0,739.0
214,299.0,141.30659866333008,35.32664966583252,461.0,701.0,493.0,703.0,491.0,742.0,459.0,739.0
215,300.0,145.70742416381836,36.42685604095459,409.0,700.0,443.0,701.0,439.0,742.0,406.0,737.0
216,301.0,140.43318939208984,35.10829734802246,358.0,700.0,390.0,701.0,388.0,740.0,355.0,736.0
217,302.0,139.2488079071045,34.81220197677612,308.0,699.0,339.0,699.0,337.0,739.0,306.0,736.0
218,303.0,137.2515811920166,34.31289529800415,259.0,698.0,290.0,698.0,288.0,737.0,257.0,734.0
219,304.0,133.44507598876953,33.36126899719238,212.0,697.0,241.0,697.0,239.0,736.0,209.0,732.0
220,305.0,130.22878456115723,32.55719614028931,193.0,695.0,193.0,733.0,166.0,734.0,164.0,698.0
221,306.0,128.2401638031006,32.06004095077515,147.0,693.0,147.0,732.0,122.0,733.0,120.0,696.0
222,307.0,121.82848739624023,30.45712184906006,100.0,692.0,103.0,729.0,78.0,731.0,75.0,697.0
223,308.0,121.59522247314453,30.398805618286133,37.0,691.0,61.0,695.0,58.0,731.0,35.0,729.0
224,312.0,124.71710586547852,31.17927646636963,1395.0,665.0,1425.0,671.0,1425.0,700.0,1393.0,698.0
225,313.0,122.41483688354492,30.60370922088623,1443.0,665.0,1471.0,667.0,1468.0,700.0,1440.0,698.0
226,314.0,131.47093200683594,32.867733001708984,1348.0,663.0,1380.0,666.0,1377.0,699.0,1345.0,697.0
227,315.0,129.1392822265625,32.284820556640625,1328.0,663.0,1329.0,698.0,1299.0,698.0,1297.0,665.0
228,316.0,134.36476135253906,33.591190338134766,1249.0,661.0,1280.0,663.0,1280.0,699.0,1247.0,695.0
229,317.0,145.07060623168945,36.26765155792236,1197.0,660.0,1231.0,660.0,1231.0,699.0,1196.0,697.0
230,318.0,136.37156677246094,34.092891693115234,1147.0,659.0,1178.0,663.0,1178.0,698.0,1145.0,696.0
231,319.0,140.17827224731445,35.04456806182861,1095.0,658.0,1128.0,661.0,1127.0,697.0,1094.0,696.0
232,320.0,142.1474151611328,35.5368537902832,1043.0,657.0,1076.0,659.0,1075.0,697.0,1042.0,695.0
233,321.0,146.19350051879883,36.54837512969971,990.0,656.0,1024.0,657.0,1024.0,696.0,988.0,693.0
234,322.0,147.3454704284668,36.8363676071167,937.0,655.0,972.0,657.0,971.0,696.0,935.0,692.0
235,323.0,146.49172592163086,36.622931480407715,886.0,654.0,919.0,656.0,919.0,695.0,882.0,691.0
236,324.0,150.36614608764648,37.59153652191162,833.0,652.0,867.0,655.0,864.0,695.0,830.0,694.0
237,325.0,149.12262725830078,37.280656814575195,779.0,652.0,813.0,654.0,813.0,693.0,777.0,692.0
238,326.0,149.3756446838379,37.34391117095947,727.0,650.0,760.0,654.0,759.0,693.0,724.0,692.0
239,327.0,149.23480224609375,37.30870056152344,672.0,650.0,706.0,652.0,706.0,692.0,670.0,689.0
240,328.0,147.62877655029297,36.90719413757324,619.0,649.0,653.0,653.0,651.0,692.0,616.0,688.0
241,329.0,147.35470581054688,36.83867645263672,565.0,649.0,600.0,651.0,598.0,691.0,564.0,687.0
242,330.0,149.3171844482422,37.32929611206055,512.0,648.0,547.0,651.0,546.0,690.0,510.0,687.0
243,331.0,144.5572395324707,36.139309883117676,460.0,648.0,495.0,650.0,491.0,689.0,458.0,685.0
244,332.0,144.2537956237793,36.063448905944824,410.0,647.0,443.0,648.0,441.0,688.0,408.0,685.0
245,333.0,142.28374481201172,35.57093620300293,358.0,647.0,392.0,648.0,389.0,687.0,357.0,684.0
