,nr,perimeter,wellwidth,X1,Y1,X2,Y2,X3,Y3,X4,Y4
246,334.0,139.32967567443848,34.83241891860962,309.0,646.0,341.0,647.0,338.0,686.0,307.0,683.0
247,335.0,135.41486167907715,33.85371541976929,260.0,646.0,291.0,646.0,287.0,685.0,258.0,682.0
248,336.0,133.49030876159668,33.37257719039917,212.0,645.0,243.0,647.0,239.0,684.0,210.0,681.0
249,337.0,128.45607376098633,32.11401844024658,166.0,645.0,195.0,646.0,191.0,683.0,164.0,680.0
250,338.0,122.66019439697266,30.665048599243164,122.0,644.0,149.0,647.0,144.0,682.0,120.0,680.0
251,339.0,120.85736274719238,30.214340686798096,80.0,642.0,104.0,645.0,101.0,681.0,76.0,677.0
252,340.0,120.2816162109375,30.070404052734375,37.0,641.0,60.0,643.0,58.0,680.0,35.0,678.0
253,344.0,120.20869636535645,30.05217409133911,1443.0,613.0,1469.0,615.0,1469.0,648.0,1441.0,646.0
254,345.0,132.43256378173828,33.10814094543457,1396.0,610.0,1426.0,613.0,1425.0,648.0,1393.0,645.0
255,346.0,127.21194267272949,31.802985668182373,1349.0,610.0,1376.0,612.0,1377.0,647.0,1347.0,645.0
256,347.0,137.30187606811523,34.32546901702881,1301.0,607.0,1331.0,609.0,1329.0,647.0,1298.0,645.0
257,348.0,126.98968887329102,31.747422218322754,1250.0,607.0,1275.0,612.0,1280.0,645.0,1248.0,643.0
258,349.0,140.1383285522461,35.03458213806152,1199.0,607.0,1232.0,608.0,1230.0,645.0,1197.0,644.0
259,350.0,141.33083724975586,35.332709312438965,1149.0,605.0,1181.0,608.0,1180.0,645.0,1146.0,643.0
260,351.0,143.2457733154297,35.81144332885742,1096.0,604.0,1129.0,607.0,1129.0,644.0,1094.0,642.0
261,352.0,142.42631912231445,35.60657978057861,1043.0,603.0,1078.0,607.0,1075.0,643.0,1042.0,641.0
262,353.0,146.24567794799805,36.56141948699951,992.0,602.0,1026.0,604.0,1025.0,642.0,989.0,640.0
263,354.0,147.04025650024414,36.760064125061035,938.0,601.0,973.0,602.0,972.0,640.0,937.0,640.0
264,355.0,151.09063339233398,37.772658348083496,885.0,600.0,921.0,601.0,919.0,641.0,884.0,640.0
265,356.0,151.12805938720703,37.78201484680176,832.0,598.0,867.0,600.0,866.0,641.0,832.0,639.0
266,357.0,151.2519187927246,37.81297969818115,780.0,597.0,814.0,600.0,813.0,639.0,777.0,639.0
267,358.0,152.05294799804688,38.01323699951172,726.0,597.0,761.0,598.0,760.0,639.0,725.0,638.0
268,359.0,151.1188621520996,37.7797155380249,673.0,596.0,707.0,598.0,706.0,638.0,671.0,638.0
269,360.0,150.56476974487305,37.64119243621826,620.0,595.0,654.0,598.0,653.0,638.0,616.0,634.0
270,361.0,149.44684219360352,37.36171054840088,566.0,595.0,601.0,597.0,599.0,637.0,563.0,633.0
271,362.0,136.57769012451172,34.14442253112793,462.0,594.0,498.0,611.0,493.0,635.0,459.0,632.0
272,363.0,142.3808364868164,35.5952091217041,411.0,594.0,444.0,596.0,440.0,635.0,409.0,633.0
273,364.0,144.1327896118164,36.0331974029541,360.0,593.0,393.0,594.0,391.0,633.0,358.0,632.0
274,365.0,139.29772186279297,34.82443046569824,310.0,593.0,342.0,595.0,339.0,633.0,308.0,631.0
275,366.0,137.5412139892578,34.38530349731445,260.0,593.0,292.0,594.0,288.0,633.0,258.0,629.0
276,367.0,135.20822525024414,33.802056312561035,213.0,593.0,244.0,594.0,241.0,631.0,211.0,630.0
277,368.0,130.38733291625977,32.59683322906494,167.0,592.0,196.0,594.0,193.0,630.0,164.0,628.0
278,369.0,123.92315673828125,30.980789184570312,123.0,592.0,150.0,595.0,146.0,630.0,119.0,626.0
279,371.0,122.14865112304688,30.53716278076172,38.0,591.0,61.0,592.0,59.0,630.0,36.0,629.0
280,376.0,122.51533889770508,30.62883472442627,1396.0,559.0,1425.0,564.0,1424.0,595.0,1396.0,593.0
281,377.0,131.3949432373047,32.84873580932617,1349.0,556.0,1379.0,560.0,1377.0,594.0,1347.0,593.0
282,378.0,133.1361961364746,33.28404903411865,1250.0,555.0,1280.0,556.0,1280.0,592.0,1248.0,590.0
283,379.0,141.12176132202148,35.28044033050537,1199.0,554.0,1232.0,554.0,1230.0,592.0,1197.0,591.0
284,380.0,140.22913360595703,35.05728340148926,1149.0,552.0,1182.0,554.0,1180.0,591.0,1147.0,589.0
285,381.0,142.2609634399414,35.56524085998535,1097.0,550.0,1130.0,553.0,1129.0,590.0,1095.0,588.0
286,382.0,143.46770477294922,35.866926193237305,1045.0,549.0,1078.0,551.0,1076.0,590.0,1042.0,586.0
287,383.0,145.17731857299805,36.29432964324951,992.0,549.0,1026.0,550.0,1024.0,589.0,990.0,587.0
288,384.0,141.82117652893066,35.455294132232666,1297.0,547.0,1330.0,560.0,1326.0,594.0,1299.0,592.0
289,385.0,147.3146095275879,36.82865238189697,940.0,547.0,974.0,549.0,973.0,588.0,937.0,585.0
290,386.0,145.34261322021484,36.33565330505371,888.0,546.0,921.0,547.0,917.0,587.0,885.0,586.0
291,387.0,153.26131439208984,38.31532859802246,835.0,544.0,869.0,546.0,868.0,586.0,831.0,586.0
292,388.0,149.53221893310547,37.38305473327637,781.0,543.0,817.0,548.0,814.0,584.0,779.0,585.0
293,389.0,150.24861907958984,37.56215476989746,728.0,543.0,762.0,544.0,759.0,585.0,725.0,584.0
294,390.0,149.43811416625977,37.35952854156494,675.0,542.0,709.0,544.0,707.0,584.0,671.0,581.0
295,391.0,149.1766700744629,37.29416751861572,620.0,542.0,655.0,544.0,654.0,583.0,618.0,581.0
296,392.0,148.50667572021484,37.12666893005371,567.0,542.0,603.0,544.0,599.0,583.0,564.0,580.0
297,394.0,140.82552909851074,35.206382274627686,496.0,541.0,499.0,570.0,462.0,581.0,461.0,543.0
298,395.0,120.57573127746582,30.143932819366455,104.0,540.0,105.0,576.0,81.0,579.0,79.0,544.0
299,396.0,122.44128227233887,30.610320568084717,62.0,540.0,63.0,576.0,39.0,580.0,38.0,542.0
300,397.0,143.1795425415039,35.79488563537598,412.0,540.0,445.0,542.0,443.0,580.0,410.0,579.0
301,398.0,143.3056182861328,35.8264045715332,362.0,540.0,394.0,541.0,391.0,581.0,359.0,579.0
302,399.0,141.27000045776367,35.31750011444092,311.0,540.0,342.0,540.0,341.0,580.0,308.0,577.0
303,400.0,131.33637619018555,32.83409404754639,215.0,541.0,245.0,542.0,242.0,578.0,212.0,576.0
304,401.0,130.4211254119873,32.605281352996826,169.0,540.0,197.0,541.0,194.0,579.0,166.0,576.0
305,402.0,124.11068725585938,31.027671813964844,149.0,540.0,149.0,577.0,124.0,578.0,123.0,542.0
306,403.0,135.30056381225586,33.825140953063965,291.0,539.0,292.0,577.0,261.0,578.0,260.0,543.0
307,407.0,123.35599517822266,30.838998794555664,1443.0,509.0,1470.0,512.0,1468.0,546.0,1441.0,544.0
308,408.0,124.59741592407227,31.149353981018066,1399.0,507.0,1426.0,510.0,1423.0,544.0,1395.0,542.0
309,409.0,134.14327239990234,33.535818099975586,1349.0,505.0,1380.0,506.0,1378.0,542.0,1347.0,541.0
310,410.0,133.74994659423828,33.43748664855957,1302.0,502.0,1331.0,504.0,1329.0,542.0,1298.0,537.0
311,411.0,137.10724258422852,34.27681064605713,1201.0,500.0,1232.0,501.0,1231.0,539.0,1200.0,537.0
312,412.0,140.37253952026367,35.09313488006592,1150.0,498.0,1183.0,501.0,1180.0,538.0,1148.0,536.0
313,413.0,143.1274299621582,35.78185749053955,1098.0,497.0,1131.0,499.0,1131.0,536.0,1096.0,535.0
314,414.0,144.1995620727539,36.04989051818848,1046.0,495.0,1079.0,498.0,1078.0,535.0,1044.0,535.0
315,416.0,151.09471130371094,37.773677825927734,992.0,494.0,1028.0,496.0,1027.0,535.0,991.0,534.0
316,417.0,148.2441062927246,37.06102657318115,939.0,494.0,975.0,496.0,974.0,534.0,937.0,531.0
317,418.0,146.1551628112793,36.538790702819824,889.0,492.0,923.0,493.0,920.0,533.0,888.0,532.0
318,419.0,148.28440856933594,37.071102142333984,835.0,490.0,870.0,492.0,866.0,532.0,834.0,531.0
319,420.0,121.13518905639648,30.28379726409912,64.0,491.0,63.0,529.0,40.0,530.0,41.0,493.0
320,421.0,149.34802627563477,37.33700656890869,782.0,489.0,816.0,493.0,814.0,532.0,780.0,531.0
321,422.0,124.3298511505127,31.082462787628174,128.0,489.0,152.0,490.0,151.0,527.0,124.0,525.0
322,423.0,120.22887992858887,30.057219982147217,107.0,490.0,106.0,527.0,83.0,528.0,82.0,493.0
323,424.0,149.52672958374023,37.38168239593506,730.0,488.0,764.0,491.0,760.0,530.0,726.0,530.0
324,425.0,149.32340621948242,37.330851554870605,676.0,488.0,710.0,490.0,708.0,529.0,672.0,528.0
325,426.0,148.38872909545898,37.097182273864746,623.0,488.0,657.0,489.0,654.0,529.0,619.0,527.0
326,427.0,150.23497772216797,37.55874443054199,569.0,488.0,604.0,489.0,602.0,529.0,566.0,527.0
327,428.0,133.34644889831543,33.33661222457886,217.0,489.0,246.0,488.0,244.0,527.0,214.0,524.0
328,429.0,130.1679172515869,32.54197931289673,198.0,488.0,197.0,526.0,169.0,526.0,169.0,491.0
329,430.0,147.11591720581055,36.77897930145264,516.0,488.0,550.0,488.0,548.0,528.0,514.0,527.0
330,431.0,146.13721084594727,36.534302711486816,464.0,488.0,498.0,489.0,497.0,528.0,462.0,526.0
331,432.0,145.1769142150879,36.29422855377197,413.0,487.0,446.0,488.0,444.0,528.0,411.0,526.0
332,433.0,142.13549041748047,35.53387260437012,362.0,488.0,395.0,489.0,393.0,527.0,360.0,526.0
333,434.0,139.235107421875,34.80877685546875,313.0,488.0,344.0,488.0,342.0,527.0,310.0,525.0
334,435.0,133.3442440032959,33.336061000823975,265.0,488.0,294.0,489.0,292.0,527.0,262.0,524.0
335,442.0,126.22919654846191,31.55729913711548,1300.0,450.0,1329.0,453.0,1327.0,486.0,1299.0,486.0
336,444.0,132.79261207580566,33.198153018951416,1201.0,446.0,1232.0,448.0,1225.0,485.0,1199.0,484.0
337,445.0,140.26569366455078,35.066423416137695,1150.0,444.0,1183.0,447.0,1181.0,484.0,1149.0,482.0
338,446.0,147.17522048950195,36.79380512237549,1098.0,443.0,1133.0,444.0,1131.0,483.0,1096.0,481.0
339,447.0,146.28980255126953,36.57245063781738,1045.0,441.0,1080.0,443.0,1076.0,482.0,1044.0,481.0
340,448.0,144.22274017333984,36.05568504333496,993.0,441.0,1027.0,443.0,1025.0,481.0,991.0,479.0
341,449.0,120.38034248352051,30.095085620880127,68.0,441.0,67.0,476.0,44.0,480.0,44.0,442.0
342,451.0,143.20796585083008,35.80199146270752,941.0,440.0,975.0,442.0,974.0,478.0,938.0,477.0
343,452.0,121.39095306396484,30.34773826599121,110.0,439.0,108.0,478.0,85.0,477.0,85.0,443.0
344,453.0,143.51576614379883,35.87894153594971,890.0,439.0,923.0,440.0,921.0,479.0,886.0,475.0
345,454.0,126.7681884765625,31.692047119140625,130.0,439.0,156.0,439.0,153.0,477.0,125.0,473.0
346,455.0,149.2722930908203,37.31807327270508,836.0,437.0,872.0,439.0,868.0,478.0,835.0,478.0
347,456.0,127.72405815124512,31.93101453781128,174.0,437.0,201.0,440.0,199.0,476.0,170.0,472.0
348,457.0,149.1206398010254,37.28015995025635,783.0,435.0,816.0,437.0,815.0,477.0,781.0,477.0
349,458.0,147.47756576538086,36.869391441345215,731.0,435.0,765.0,437.0,761.0,476.0,727.0,475.0
350,459.0,138.27628707885742,34.569071769714355,216.0,436.0,249.0,438.0,247.0,476.0,217.0,473.0
351,460.0,147.28581619262695,36.82145404815674,711.0,435.0,709.0,474.0,676.0,476.0,674.0,438.0
352,461.0,146.17873764038086,36.544684410095215,623.0,435.0,657.0,435.0,654.0,475.0,621.0,474.0
353,462.0,136.32125091552734,34.080312728881836,315.0,436.0,346.0,436.0,344.0,474.0,312.0,471.0
354,463.0,132.29701042175293,33.07425260543823,295.0,435.0,295.0,473.0,266.0,474.0,265.0,439.0
355,464.0,147.1286849975586,36.78217124938965,603.0,434.0,604.0,473.0,569.0,475.0,569.0,436.0
356,465.0,147.12218856811523,36.78054714202881,517.0,434.0,551.0,434.0,550.0,474.0,515.0,472.0
357,466.0,144.1345977783203,36.03364944458008,466.0,435.0,500.0,436.0,498.0,474.0,464.0,473.0
358,467.0,142.13380813598633,35.53345203399658,415.0,435.0,447.0,434.0,445.0,474.0,413.0,473.0
359,468.0,141.20160293579102,35.300400733947754,364.0,435.0,397.0,436.0,394.0,474.0,362.0,473.0
360,475.0,126.16036987304688,31.54009246826172,1300.0,400.0,1329.0,401.0,1327.0,436.0,1299.0,434.0
361,476.0,132.76019477844238,33.190048694610596,1252.0,396.0,1283.0,399.0,1279.0,435.0,1249.0,431.0
362,477.0,132.68526458740234,33.171316146850586,1201.0,395.0,1233.0,396.0,1228.0,433.0,1199.0,429.0
363,478.0,139.21134567260742,34.802836418151855,1150.0,392.0,1183.0,393.0,1180.0,431.0,1149.0,429.0
364,479.0,142.22557830810547,35.55639457702637,1098.0,390.0,1132.0,392.0,1130.0,429.0,1096.0,427.0
365,481.0,144.52648162841797,36.13162040710449,1046.0,389.0,1082.0,392.0,1078.0,429.0,1044.0,426.0
366,482.0,124.07051277160645,31.01762819290161,133.0,389.0,159.0,390.0,155.0,427.0,128.0,422.0
367,483.0,146.15998077392578,36.539995193481445,993.0,388.0,1029.0,389.0,1026.0,427.0,992.0,426.0
368,484.0,144.08202743530273,36.020506858825684,941.0,387.0,976.0,388.0,974.0,426.0,941.0,425.0
369,485.0,124.34017944335938,31.085044860839844,203.0,386.0,204.0,419.0,174.0,422.0,175.0,389.0
370,486.0,141.2829933166504,35.3207483291626,891.0,385.0,924.0,387.0,920.0,425.0,890.0,425.0
371,487.0,131.4300537109375,32.857513427734375,223.0,386.0,251.0,386.0,249.0,424.0,219.0,421.0
372,488.0,146.2313690185547,36.55784225463867,837.0,384.0,872.0,385.0,868.0,424.0,836.0,424.0
373,489.0,143.3131332397461,35.82828330993652,784.0,383.0,818.0,385.0,815.0,422.0,781.0,421.0
374,490.0,133.44507598876953,33.36126899719238,270.0,385.0,299.0,385.0,297.0,424.0,267.0,420.0
375,491.0,144.39230346679688,36.09807586669922,733.0,382.0,765.0,384.0,762.0,423.0,729.0,422.0
376,492.0,147.19900131225586,36.799750328063965,678.0,383.0,713.0,384.0,711.0,422.0,675.0,421.0
377,493.0,140.25220108032227,35.063050270080566,366.0,384.0,398.0,383.0,396.0,422.0,363.0,420.0
378,494.0,134.28794479370117,33.57198619842529,346.0,383.0,346.0,421.0,316.0,422.0,315.0,387.0
379,495.0,147.27507781982422,36.818769454956055,625.0,382.0,659.0,382.0,657.0,421.0,621.0,420.0
380,496.0,146.18376541137695,36.54594135284424,572.0,382.0,606.0,382.0,604.0,421.0,569.0,420.0
381,497.0,142.1645622253418,35.54114055633545,468.0,383.0,500.0,382.0,499.0,421.0,465.0,420.0
382,498.0,141.34718322753906,35.336795806884766,417.0,383.0,449.0,382.0,447.0,421.0,413.0,419.0
383,499.0,146.2650375366211,36.56625938415527,519.0,382.0,554.0,383.0,551.0,421.0,516.0,420.0
384,507.0,127.37602424621582,31.844006061553955,1299.0,348.0,1329.0,350.0,1325.0,384.0,1297.0,383.0
385,508.0,127.95468330383301,31.988670825958252,1251.0,344.0,1281.0,347.0,1275.0,382.0,1248.0,379.0
386,509.0,130.4901180267334,32.62252950668335,1201.0,343.0,1232.0,344.0,1227.0,380.0,1199.0,378.0
387,510.0,121.51105117797852,30.37776279449463,118.0,341.0,115.0,378.0,89.0,376.0,92.0,344.0
388,511.0,137.35624313354492,34.33906078338623,1150.0,340.0,1183.0,342.0,1179.0,379.0,1149.0,377.0
389,512.0,121.36576843261719,30.341442108154297,161.0,339.0,159.0,376.0,133.0,374.0,135.0,342.0
390,513.0,142.25613403320312,35.56403350830078,1098.0,338.0,1133.0,341.0,1131.0,377.0,1097.0,375.0
391,514.0,144.41407775878906,36.103519439697266,1046.0,336.0,1082.0,339.0,1078.0,376.0,1045.0,374.0
392,515.0,123.26488876342773,30.816222190856934,206.0,336.0,207.0,370.0,178.0,372.0,179.0,339.0
393,516.0,143.3131332397461,35.82828330993652,995.0,336.0,1029.0,337.0,1026.0,375.0,992.0,373.0
394,517.0,127.42815208435059,31.857038021087646,226.0,336.0,254.0,336.0,251.0,372.0,222.0,370.0
395,518.0,145.27233505249023,36.31808376312256,942.0,334.0,977.0,334.0,973.0,373.0,940.0,372.0
396,519.0,131.1749973297119,32.79374933242798,301.0,334.0,300.0,371.0,270.0,370.0,270.0,337.0
397,520.0,146.46843719482422,36.617109298706055,889.0,332.0,925.0,333.0,921.0,373.0,888.0,369.0
398,521.0,134.4311752319336,33.6077938079834,320.0,333.0,352.0,335.0,348.0,370.0,317.0,369.0
399,522.0,150.13380813598633,37.53345203399658,836.0,330.0,872.0,332.0,870.0,371.0,837.0,372.0
400,523.0,144.18418502807617,36.04604625701904,785.0,330.0,819.0,331.0,816.0,369.0,783.0,369.0
401,524.0,145.25213623046875,36.31303405761719,733.0,330.0,766.0,331.0,765.0,369.0,729.0,368.0
402,525.0,139.25527954101562,34.813819885253906,369.0,332.0,401.0,331.0,398.0,369.0,366.0,369.0
403,526.0,144.12803268432617,36.03200817108154,680.0,330.0,712.0,330.0,711.0,369.0,677.0,369.0
404,527.0,129.96742820739746,32.491857051849365,539.0,329.0,553.0,367.0,520.0,369.0,519.0,333.0
405,528.0,139.15070343017578,34.787675857543945,471.0,331.0,502.0,330.0,501.0,368.0,468.0,368.0
406,529.0,140.30925750732422,35.077314376831055,420.0,331.0,451.0,330.0,450.0,369.0,416.0,367.0
407,530.0,145.14533615112305,36.28633403778076,626.0,330.0,659.0,330.0,658.0,369.0,623.0,368.0
408,539.0,124.44440841674805,31.11110210418701,1299.0,297.0,1328.0,300.0,1325.0,332.0,1296.0,331.0
409,540.0,126.43542289733887,31.608855724334717,1249.0,295.0,1280.0,297.0,1276.0,330.0,1247.0,328.0
410,542.0,128.27536392211914,32.068840980529785,1200.0,292.0,1231.0,293.0,1228.0,327.0,1198.0,325.0
411,544.0,121.5573902130127,30.389347553253174,209.0,287.0,208.0,323.0,180.0,322.0,182.0,292.0
412,545.0,137.66010284423828,34.41502571105957,1148.0,286.0,1182.0,291.0,1178.0,326.0,1148.0,324.0
413,546.0,139.29843521118164,34.82460880279541,1098.0,286.0,1133.0,288.0,1129.0,323.0,1097.0,323.0
414,547.0,139.3292999267578,34.83232498168945,1046.0,285.0,1080.0,286.0,1077.0,323.0,1044.0,320.0
415,548.0,125.46932411193848,31.36733102798462,257.0,285.0,255.0,321.0,227.0,321.0,227.0,290.0
416,549.0,142.4582748413086,35.61456871032715,995.0,283.0,1030.0,284.0,1025.0,322.0,993.0,320.0
417,550.0,130.19495010375977,32.54873752593994,304.0,283.0,303.0,320.0,273.0,319.0,274.0,286.0
418,551.0,141.21014022827148,35.30253505706787,942.0,282.0,977.0,283.0,974.0,320.0,941.0,318.0
419,552.0,132.2790412902832,33.0697603225708,353.0,282.0,352.0,318.0,321.0,319.0,321.0,286.0
420,553.0,136.06243896484375,34.01560974121094,402.0,281.0,402.0,318.0,370.0,318.0,370.0,283.0
421,554.0,142.5262222290039,35.63155555725098,891.0,279.0,925.0,281.0,921.0,319.0,888.0,316.0
422,555.0,146.37925720214844,36.59481430053711,838.0,279.0,873.0,280.0,870.0,319.0,835.0,316.0
423,556.0,135.26874160766602,33.817185401916504,422.0,280.0,454.0,281.0,451.0,316.0,419.0,316.0
424,558.0,145.22976303100586,36.307440757751465,786.0,279.0,820.0,279.0,818.0,318.0,783.0,316.0
425,559.0,137.65218353271484,34.41304588317871,733.0,279.0,767.0,280.0,761.0,316.0,730.0,315.0
426,560.0,132.23179244995117,33.05794811248779,472.0,280.0,506.0,288.0,503.0,316.0,469.0,315.0
427,561.0,143.2581329345703,35.81453323364258,681.0,278.0,714.0,279.0,713.0,316.0,677.0,315.0
428,562.0,142.24302673339844,35.56075668334961,628.0,278.0,660.0,278.0,659.0,316.0,624.0,315.0
429,564.0,155.5043067932129,38.87607669830322,506.0,279.0,554.0,277.0,558.0,305.0,522.0,317.0
430,576.0,122.53392791748047,30.633481979370117,1200.0,242.0,1230.0,244.0,1225.0,276.0,1198.0,275.0
431,578.0,130.30722427368164,32.57680606842041,1149.0,239.0,1182.0,242.0,1179.0,274.0,1148.0,273.0
432,580.0,122.29931831359863,30.574829578399658,260.0,237.0,258.0,271.0,230.0,272.0,232.0,240.0
433,581.0,132.51031112670898,33.127577781677246,1098.0,237.0,1132.0,239.0,1127.0,272.0,1096.0,271.0
434,582.0,136.52402877807617,34.13100719451904,1046.0,234.0,1081.0,237.0,1076.0,271.0,1045.0,270.0
435,583.0,121.82999420166016,30.45749855041504,308.0,234.0,308.0,260.0,277.0,270.0,277.0,238.0
436,584.0,140.0570945739746,35.01427364349365,993.0,233.0,1028.0,233.0,1028.0,267.0,993.0,269.0
437,585.0,127.33829498291016,31.83457374572754,356.0,232.0,355.0,266.0,325.0,268.0,325.0,236.0
438,586.0,137.47977828979492,34.36994457244873,943.0,231.0,978.0,233.0,974.0,268.0,941.0,265.0
439,587.0,133.13265228271484,33.28316307067871,406.0,231.0,404.0,267.0,373.0,267.0,374.0,233.0
440,588.0,140.28533554077148,35.07133388519287,891.0,229.0,926.0,232.0,923.0,267.0,890.0,266.0
441,589.0,134.15122985839844,33.53780746459961,455.0,230.0,455.0,266.0,423.0,266.0,422.0,233.0
442,591.0,141.26983261108398,35.317458152770996,839.0,228.0,874.0,231.0,871.0,266.0,838.0,266.0
443,592.0,134.73034477233887,33.68258619308472,785.0,230.0,821.0,230.0,814.0,264.0,785.0,265.0
444,593.0,135.70194816589355,33.92548704147339,506.0,229.0,509.0,260.0,473.0,266.0,473.0,231.0
445,594.0,141.06979370117188,35.26744842529297,734.0,228.0,767.0,228.0,767.0,265.0,732.0,264.0
446,595.0,139.38262176513672,34.84565544128418,525.0,229.0,559.0,230.0,556.0,264.0,521.0,265.0
447,596.0,141.3244972229004,35.3311243057251,681.0,228.0,716.0,229.0,713.0,265.0,678.0,263.0
448,597.0,138.208740234375,34.55218505859375,661.0,227.0,661.0,262.0,628.0,265.0,627.0,229.0
449,598.0,138.27094268798828,34.56773567199707,610.0,228.0,609.0,262.0,576.0,266.0,576.0,229.0
450,608.0,120.40346145629883,30.100865364074707,1198.0,194.0,1229.0,196.0,1225.0,225.0,1196.0,225.0
451,610.0,124.45048141479492,31.11262035369873,1148.0,191.0,1180.0,193.0,1176.0,224.0,1146.0,222.0
452,611.0,121.42201042175293,30.355502605438232,264.0,189.0,265.0,220.0,233.0,222.0,235.0,193.0
453,612.0,126.34856033325195,31.58714008331299,312.0,186.0,310.0,220.0,280.0,221.0,281.0,190.0
454,614.0,124.88129425048828,31.22032356262207,332.0,185.0,361.0,185.0,357.0,218.0,326.0,216.0
455,615.0,133.33849334716797,33.33462333679199,996.0,182.0,1028.0,184.0,1025.0,218.0,993.0,217.0
456,616.0,127.24289321899414,31.810723304748535,408.0,182.0,407.0,216.0,376.0,217.0,378.0,185.0
457,617.0,132.18163681030273,33.045409202575684,944.0,182.0,977.0,183.0,974.0,216.0,943.0,217.0
458,618.0,136.21097564697266,34.052743911743164,890.0,181.0,925.0,181.0,924.0,214.0,892.0,217.0
459,619.0,130.1248779296875,32.531219482421875,458.0,181.0,458.0,214.0,426.0,216.0,426.0,183.0
460,620.0,130.6571865081787,32.66429662704468,840.0,179.0,875.0,183.0,866.0,214.0,837.0,213.0
461,621.0,134.59007263183594,33.647518157958984,478.0,180.0,511.0,182.0,507.0,216.0,474.0,214.0
462,622.0,128.7232151031494,32.18080377578735,785.0,182.0,819.0,178.0,822.0,201.0,788.0,216.0
463,623.0,138.3742218017578,34.59355545043945,528.0,179.0,562.0,181.0,559.0,216.0,525.0,214.0
464,625.0,137.65318298339844,34.41329574584961,732.0,181.0,767.0,177.0,769.0,211.0,735.0,215.0
465,626.0,136.43517684936523,34.10879421234131,684.0,177.0,717.0,179.0,714.0,213.0,680.0,212.0
466,627.0,137.25027084350586,34.312567710876465,630.0,178.0,665.0,180.0,662.0,213.0,628.0,213.0
467,628.0,135.49082946777344,33.87270736694336,612.0,178.0,610.0,213.0,575.0,211.0,580.0,178.0
468,634.0,121.51067161560059,30.377667903900146,1197.0,146.0,1227.0,149.0,1224.0,179.0,1194.0,177.0
469,637.0,120.96377754211426,30.240944385528564,1149.0,142.0,1179.0,147.0,1175.0,175.0,1145.0,174.0
470,639.0,123.65559577941895,30.913898944854736,316.0,139.0,316.0,171.0,284.0,173.0,285.0,145.0
471,640.0,126.04284286499023,31.51071071624756,1044.0,138.0,1077.0,138.0,1080.0,164.0,1047.0,171.0
472,641.0,125.40514373779297,31.351285934448242,363.0,136.0,365.0,168.0,332.0,170.0,333.0,140.0
473,643.0,125.85725402832031,31.464313507080078,995.0,135.0,1029.0,138.0,1023.0,168.0,993.0,166.0
474,644.0,125.33610153198242,31.334025382995605,412.0,134.0,412.0,166.0,380.0,168.0,381.0,138.0
475,645.0,134.17998504638672,33.54499626159668,943.0,134.0,977.0,134.0,979.0,166.0,945.0,168.0
476,646.0,129.48153686523438,32.370384216308594,432.0,133.0,463.0,134.0,461.0,166.0,427.0,165.0
477,647.0,136.40810775756836,34.10202693939209,891.0,131.0,927.0,134.0,924.0,167.0,890.0,164.0
478,648.0,135.13192749023438,33.782981872558594,839.0,131.0,874.0,132.0,874.0,164.0,841.0,166.0
479,649.0,130.21648788452148,32.55412197113037,511.0,130.0,511.0,163.0,478.0,165.0,479.0,133.0
480,650.0,135.3653335571289,33.84133338928223,786.0,131.0,821.0,130.0,823.0,161.0,788.0,165.0
481,651.0,132.3998146057129,33.09995365142822,530.0,130.0,564.0,131.0,560.0,163.0,527.0,163.0
482,652.0,135.33967208862305,33.83491802215576,737.0,128.0,770.0,131.0,768.0,164.0,734.0,163.0
483,653.0,135.3125,33.828125,684.0,129.0,718.0,131.0,716.0,164.0,681.0,162.0
484,654.0,135.04455184936523,33.76113796234131,664.0,129.0,665.0,163.0,631.0,164.0,631.0,130.0
485,655.0,133.34387588500977,33.33596897125244,615.0,131.0,612.0,164.0,579.0,163.0,582.0,129.0
486,666.0,120.3624439239502,30.09061098098755,320.0,93.0,321.0,123.0,289.0,125.0,290.0,97.0
487,668.0,121.34717750549316,30.33679437637329,367.0,90.0,367.0,121.0,336.0,123.0,337.0,94.0
488,669.0,122.2882137298584,30.5720534324646,1044.0,90.0,1076.0,92.0,1077.0,119.0,1046.0,122.0
489,670.0,126.22154426574707,31.555386066436768,992.0,89.0,1027.0,90.0,1027.0,118.0,995.0,120.0
490,671.0,125.3350601196289,31.333765029907227,415.0,87.0,416.0,119.0,384.0,121.0,384.0,91.0
491,672.0,126.39778518676758,31.599446296691895,466.0,87.0,464.0,118.0,430.0,116.0,434.0,87.0
492,674.0,131.66719818115234,32.916799545288086,943.0,83.0,977.0,89.0,975.0,119.0,942.0,117.0
493,675.0,131.07672119140625,32.76918029785156,890.0,85.0,925.0,86.0,925.0,117.0,892.0,117.0
494,676.0,126.63147354125977,31.65786838531494,516.0,85.0,513.0,116.0,479.0,114.0,484.0,85.0
495,677.0,132.21051788330078,33.052629470825195,838.0,84.0,874.0,85.0,874.0,115.0,841.0,117.0
496,678.0,129.2884979248047,32.32212448120117,531.0,86.0,564.0,82.0,565.0,115.0,532.0,116.0
497,679.0,132.5448226928711,33.13620567321777,789.0,81.0,823.0,84.0,820.0,116.0,786.0,113.0
498,680.0,132.0608139038086,33.01520347595215,735.0,83.0,770.0,82.0,771.0,113.0,736.0,114.0
